10,0.1,0.385,0.385,0.333333,0.0516667,0.0516667
100,0.01,0.33835,0.33835,0.333333,0.00501666,0.00501667
1000,0.001,0.333833,0.333834,0.333333,0.000500123,0.000500167
10000,0.0001,0.333383,0.333383,0.333333,4.99288e-05,5.00017e-05
100000,1e-05,0.333338,0.333338,0.333333,4.39088e-06,5.00002e-06
1000000,1e-06,0.3333,0.333334,0.333333,3.38157e-05,5e-07
10000000,1e-07,0.332543,0.333333,0.333333,0.000790199,5e-08
100000000,1e-08,0.25,0.333333,0.333333,0.0833333,5.00003e-09
